alt,caption,dimensionsHeight,dimensionsWidth,displayUrl,locationId,location Name,owner Full Name,owner Username,timestamp
"Photo by IT Society MMU Cyberjaya on April 30, 2025. May be an image of 2 people and text that says 'UniPin GMMU MULTIMEDIA NULTINEOIAURIVEESITY AUNIVERSIE iT MD PremierCigital IT in Business: Real Skills for Real Impact 12m 4PM PMUNTIL UNTIL S.15PM A Career Toolkit for Graduates and Young IT Professionals What gain: How IT drives business transformation Jumpstart Your Tech JumpstartYour Career The tech 6 soft skills every graduate needs Insider tips on what top employers look for REGISTER NOW SPEAKER Ganesh Patmanathan Deputy TO UniPin "" We drive Innovation that delivers real-world impact and you can too. Carmen Tan Assistant Marketing MлaAer. UniPin wWw Unipin. .com f UnipinMalaysia Unipin © Unipin_ Malaysia Unipin Gaming LEAD IMPACT GLOBALLY. unipingamingmy'.","And that’s how our CSRW WEEK went. Here’s a little sneak peak of the whole event. A huge thanks to everyone who supported us. 

It’s a wrap everyone ‼️‼️Big things are definitely coming 🤩Let us all make this a legendary year ❤️ 

#engsocmmu",1350,1080,https://instagram.flex2-1.fna.fbcdn.net/v/t51.2885-15/491894909_18277133755267148_8506279520842061605_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.flex2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QEjmACRh5j9xsJ9l09DIKcMn5cywWY2UKu49WPY-v1m3BU136avYuk9oy-VL9-DbUA&_nc_ohc=IP0b2crll4sQ7kNvwGCBfPP&_nc_gid=Am2rpnKGrC5Ap39PlqneLQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJszyd03MzrybyyF60qYWqzJ7NZqv4IBDo2TgQf7TlPlg&oe=68275CD7&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-04-30T10:40:34.000Z
"Photo by Tech Career Days 2025 in MMU Cyberjaya with @itsocietymmu. May be a graphic of poster and text that says 'MD Premier PremierDigital Digital iT Techinatitution LMMU MULTIMEDIA UNIVERSITY XXXX X XX X 2025 TECH CAREER Days O 29TH MAY 2025, 10AM - 6PM MULTIPURPOSE HALL (MPH), MMU CYBERJAYA REGISTER NOW SPONSORED COMPANIES >>>>> M Development ናፃፒ Grab AGTIV RUNCLOUD 빛 Webby Group INCHZ IOT SCAN ME! Ant International AND MANY MORE !! Keep updated Keepupdatedatourwebsite: at our website: WWW.TSOCETYWMU.COMTECH-CARER-DAY TCĐ TM GROUP'.","Good Day Fellow Friends!🤩

It's time to know about us!🫶🏻

#mmubuddhistsocietycyberjaya
#Buddhist",1350,1080,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-15/495715222_18032430314656910_404610090915002133_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGQ6zHC6lNlGq_hkwU8Atki4QJiZ8fb3dMdQBt3WKXUOMXIJukJ1RftBkgd5ZS_k4u2DF8iPhQtUWvvHZf-wCBc&_nc_ohc=jWqxPY1lG2AQ7kNvwH_UPOZ&_nc_gid=_-3OPXQydvPlL1ixdLOoRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ15y4wgJmOpQ_LPUc4kVJEW5_RBYkSyT5fsraVquC_tw&oe=68275300&_nc_sid=10d13b,234736513,MMU Cyberjaya,Tech Career Days 2025,techcareerdays_mmu,2025-05-06T12:12:00.000Z
"Photo by IT Society MMU Cyberjaya on April 13, 2025. May be a graphic of text that says 'OMMU MULTIMEDIAUNIVERSITY MULTIMEDIA UNIVERSITY MDIT Premie PremierDigital remier Digital MD Premiaig iT Tach rechinatitution CALLING FOR SPONSORSHIPS! 2025 TECH CAREER Days ANY INQUIRIES ? PLEASE O Justin +60 16 774 9598 EMAIL US AT Raziq Din +60 19 321 4659 techcareerdays@gmail.com KEEP UPDATED WITH OUR SOCIAL MEDIA! @itsocietymmu @techcareerdays_mmu wwwitocietymu.com/tch-crer-d TM GROUP'.","🌸 こんにちは! 🌸

Want to take a break off your studies and hang out with your buddies?
The JCS has wonderful news for you!
Tomorrow, we are going to host movie night! 🎥 🎞

The details are as follows:

Movie 1:
The Secret World of Arrietty 🌿

Movie 2:
Suzume 💫

Venue: CNMX 1005
Date: 19th December 2024
Time: 7.00PM - 11.00PM

Make sure to invite your friends and don't forget to bring your popcorn! 🍿
See you there! 😉",1350,1080,https://instagram.ftpq3-1.fna.fbcdn.net/v/t51.2885-15/490731184_18275434249267148_7471540311299515301_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.ftpq3-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGfJ7NAIGaTSuT-YkBk-v56yV58L_aiKzsEJLOviJRf37kEUWGVyqPcn5nM7bFvvaA&_nc_ohc=wn9b2sPpuNUQ7kNvwGzEnx9&_nc_gid=xN0NDJ670X9OJ5W2A9HDvw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLWGAHqzfHQqIQLYwQ0mm685_vpbns-Iu83KUW7FrTbtw&oe=682756B9&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-04-14T04:12:29.000Z
"Photo shared by IT Society MMU Cyberjaya on March 23, 2025 tagging @micheal_wong_03, and @_yanru07. May be a graphic of text that says 'OMMU MULTIMEDIA UN U IVERS ER MDIT iT MD Premier Digital Tech TechInstitution TechInstitution stitution TO barcamp CYBERJAYA THE COMMITTEE 7 ஜී 김 23 March 20 April 0I HOD AND COMMITTEE OPEN * POSITIONS EVENT MANAGEMENT SPONSORSHIP TECHNICAL LOGISTICS MEDIA & PUBLICITY TM GROUP'.","Unlock the power of data analysis with Power BI! Join us for an engaging workshop this Thursday!

📅 Thursday, 12th Dec
⏰ 4:30 PM–8:30 PM
📍 FOE, CLBR1023, MMU Cyberjaya

🎟️ Fees: RM5 (members) | RM10 (non-members)
🎓 E-certificates and light refreshments provided!

Don't miss this opportunity to boost your analytics skills!",1350,1080,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/485308107_18273117397267148_2992223212602408494_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFoFhk-kc_YfduiHL-FcMfpCyvr7gDD1x-SnJTS3-4mgr1I9V9X8fYr0Edmer3933I&_nc_ohc=PN7iaw10-moQ7kNvwH3iP31&_nc_gid=-tcWoYgVBY_5fKF_7UNSvw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKkBGxmbsmbJvMZEwRIWApUms6X_2YnnZxfvgEOAwmS4A&oe=68274770&_nc_sid=10d13b,,,IT Society MMU Cyberjaya,itsocietymmu,2025-03-23T10:00:13.000Z
,"こんにちは、みんな!

We'd like to inform all of you that the RSVPs for the Comic Fiesta shuttle bus is now CLOSED!

Those who have successfully registered will be added into a group for further information.

わかってくれて ありがとう~! 🙇🏻‍♀️",1138,640,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/485253181_1342914586836682_4851096368278876345_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QEBkgGFaKWpmAP4yACR3AxiL9qjuVdHDtej6SO1fkhKZ9NYyRXFP4DXkYtdKsWdyzU&_nc_ohc=CaNGNpUjsoMQ7kNvwGvdNgS&_nc_gid=98bVqcyomRQki7yH7ifdGg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKIlGGebbCYmg0VDYB6XVgO8glqFGH07WKhwD50JyHGMA&oe=68274866&_nc_sid=10d13b,,,OARS MMU CYBERJAYA,oarsmmucyber,2025-03-18T09:35:59.000Z
"Photo by Multimedia University FC on May 09, 2025. May be an image of 5 people, people playing American football, people playing football, people playing basketball, poster, ball, sport equipment and text.","みなさん、ようこそ！🎐

We would like to invite every one of our members to our JCS Annual Grand Meeting! We will be presenting our club's organizational list and discussing our future plans and events. 

➥ Details:
Date: 27 November 2024 (Wednesday)
Time: 8 — 10 PM
Location: CNMX1005

We'll be waiting for you there! Don't miss out this chance to dive into Japanese culture with our vibrant community~! ✨",1350,1080,https://instagram.flba1-1.fna.fbcdn.net/v/t51.2885-15/497105762_18279772291268728_6354678605045482737_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.flba1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGow5juqQTyGURSSwSjkdDs_NWC0jsBccpRyO9TfeyIidO7ahAGe8BaRPkvfKTCn-6yEYY-W3ytF0aEX6D9dN3_&_nc_ohc=niMZjOv748QQ7kNvwEObq2P&_nc_gid=rPQKLVydhVETFtCrUcZVhQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLcOPFroDjmRZdEnogLzn_mAB9j7lVpfWZpf8QnZz8ATA&oe=68277140&_nc_sid=10d13b,,,Multimedia University FC,mmufccyber,2025-05-09T22:56:32.000Z
"Photo by Multimedia University FC on May 09, 2025. May be an image of 2 people, people playing football, people playing soccer, ball, sports equipment and text that says 'MMUFC U.FC vs UITM PERLIS MATCH DAY 6 MMU UITM PERLS า O ያይሓ ወሪህክ TJAN STADIUM STADIUMMMUCYBERJAYA MMU CYBERJAYA 10"" MAY 2025 16:45 16:45MYT MYT 平原具 ARAGON kronos'.","Unlock the world of coding with Python! 💻
Whether you're a beginner or just curious about programming, this course is your gateway to understanding the basics of Python in a fun and easy way! 🖥️✨

Join us for Python for Non-Programmers and dive into projects like Fortune Cookie, Lyric Analyzer, and Farming Data Analytics! 🌟

📅 Date: Wednesday, 23 April 2025
⏰ Time: 9 AM - 1 PM
📍 Location: MMU
💸 Price: RM25 (MMU) / RM50 (Non-MMU)

Don’t miss out! E-certificates provided! 🎓
👉 Scan the QR code on the poster to register!",1350,1080,https://instagram.flhr13-1.fna.fbcdn.net/v/t51.2885-15/497163867_18279800644268728_7253599114837060377_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.flhr13-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QGIZwwS2sYv_qY0HUyj9n4Q3x_Y0E1IykIGVweXI_-B8jwbqqO6P4G4Yoo32zJHlZc&_nc_ohc=l2jhZMou09IQ7kNvwE_et2G&_nc_gid=Ygbaddf3ZHDeVlclDpxEtw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfL-xKk1b5u4rr_I4bfYUHQEwDCHFxTZSONtA3iYhQC-GQ&oe=68273E68&_nc_sid=10d13b,,,Multimedia University FC,mmufccyber,2025-05-10T05:42:15.000Z
"Photo by Multimedia University FC on May 11, 2025. 1 વ્યક્તિ, ફૂટબોલ રમી રહ્યા છે, સોકર રમે છે, બોલ, સ્પોર્ટ્સના સાધન, સ્ટેડિયમ અને , ટેક્સ્ટ કે જે કહે છે '三 HALF HALFTIME TIME 0-1 0-10 O G1'નો ફોટો હોઈ શકે છે.","WSWC is more than just a program—it's a movement. 🌍✨WSWC is all about coming together to support each other, uplift underprivileged communities, and empower the leaders of tomorrow. Let's spread positivity, share our resources, and make the world a better place—one step at a time ❤️",1350,1080,https://instagram.fraj6-1.fna.fbcdn.net/v/t51.2885-15/497211876_18279930091268728_2888750285177271564_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fraj6-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QHICgf_RysddD4skXQotFi7Lvu1njck5rgrGE6KIQnF9zlBvhNl2qQZyiWza66qQfI&_nc_ohc=UG9OXXUTfrUQ7kNvwF5XEfV&_nc_gid=rJWZYBpE3Qzp1oAITVDK3A&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJZvHsaO43hD4iOg8-m8XMR9c4fjJviSMdYZV0Iau79lA&oe=68274DDB&_nc_sid=10d13b,,,Multimedia University FC,mmufccyber,2025-05-11T07:14:44.000Z
"Photo by SRM MMU Cyberjaya on April 23, 2025. May be a graphic of ‎tree and ‎text that says '‎MMU R MULTIMEDIA MULTIMEDIAUNIVERSITY UNIVERSITY וי Tree 1 Life"" is a youth-led tree planting program under Rakan Bumi, aimed at promoting environmental sustainability. It is organized by the SEKRETARIAT RAKAN MUDA MMU Cyberjaya to inspire young people to take action for a greener future. f Srm SrmMmu Mmu‎'‎‎.","🚀 The Future is Calling — Will You Build It?

BwAI is touching down at UPM — and it’s bigger, bolder, and brainier than ever! 💥
From Gemini to Gemma, Google AI Studio to Vertex AI, we’re unlocking the next generation of AI innovation — and you’re invited.
🧠 Learn by doing.
🛠️ Build with cutting-edge tools.
🚀 Create real-world impact.

Whether you’re an AI rookie or a machine learning maverick, BwAI 2025 is your launchpad.
✨ What will YOU build with AI? Tell us below! 👇
#BuildWithAI2025 #GDGUPM #GDGMMU #AI #Google",1080,1080,https://instagram.flas1-2.fna.fbcdn.net/v/t51.2885-15/491504375_18515268586050901_5697553495205509789_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=instagram.flas1-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QGKXSsiuHkBUpHHHlwSfKa71bw9RLTWFRVs7H9tyTBhvAeeizYfv-gp5qoponzzduSO0i2DJRVkb0_R4-wlrrbh&_nc_ohc=SMARdM1bUo8Q7kNvwF_-oUT&_nc_gid=oX9gP3oXo9Y6l852UUYNqQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIvzNq1DcEYklyYSAOKGI571r9JPjdqgaUBBGGfQ94eaw&oe=68275A5D&_nc_sid=10d13b,,,SRM MMU Cyberjaya,srmcyber,2025-04-23T13:40:24.000Z
"Photo by Multimedia University FC on May 11, 2025. Pode ser uma imagem de 1 pessoa, jogando futebol americano, jogando futebol, placar, bola, equipamento esportivo, estádio e texto que diz ""FUILTIME FUI TIME MMU 0-1"".","Here’s a lil recap of our recent event!!! Thank you for turning up❤️‍🔥
Join us next Tuesday at FOE 1023 for another round of fellowships and funs

see you there! 🫵",1350,1080,https://instagram.fmii1-1.fna.fbcdn.net/v/t51.2885-15/496953321_18279930220268728_8405513162235505429_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=instagram.fmii1-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QH-4AoJGq8GO3n697z6aOvo5FIJVPdpfgfa4TfRj0xSlpqlzoieE1KimF1QPJTo8SE&_nc_ohc=WzhHDuV0PmAQ7kNvwGRr3lH&_nc_gid=0tcpH_e-MnvXFSxJ4zVE9Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJ0lbmMiC9ZZf9Mm4_BIeeaXkJm6W9LrSIP1vPPt81rzw&oe=682774C3&_nc_sid=10d13b,,,Multimedia University FC,mmufccyber,2025-05-11T07:15:19.000Z
"Photo by SRM MMU Cyberjaya on April 26, 2025. May be an image of 8 people and text that says 'MMU 0 MULTIMEDIA MEDIA UNIV V VE UNIVERSITY MULTIMEDIAUNIVERSITY ER LRIO f Srm Mmu SrmMmuCy Cy'.","To ensure everyones safety, we need to limit the stuff u bring inside the venue🙏🏻 keep it clean, keep it cool guys😜. SEE U THEREE!
#kbam25 #kcccyber #mmucyberjaya",1080,1080,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/491465508_18515821933050901_638895091347249308_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE7yYpS4ii1818wrUTETxud1FAQ9kAt4DP4zlo3Q_7CumBoTQC8g2jVY9tjmSgRK-E&_nc_ohc=lS1jrwOXTzoQ7kNvwGTQcel&_nc_gid=ebKXPlTmACVxPcl2OgNjqw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIQ5xZ5AYnxOr5yoaE-GpYb84sBFX_GxPuv6_X3omdy8Q&oe=6827576A&_nc_sid=10d13b,,,SRM MMU Cyberjaya,srmcyber,2025-04-26T14:27:18.000Z
"Photo by Multimedia University FC on May 10, 2025. May be an image of 1 person, playing football, playing soccer, sports equipment, stadium and text that says 'RMG LINEUP 24 Fedex 30 Tarven Afiq Adib 8 14 6 Hazim 11 21 Haziq sawit Amir Eddin 7 16 Faez 12 28 Mazin Rafael 10 23 15 Safuan Adam Yang 20 Adam Ammar 19 13 9 Mohammed Salih MMUFC VS UITM PERLIS'.","have you choose your outfit yet?? KBAM is around the corner so, JOM!! see you on 8th May👩🏻‍🎤👨🏻‍🎤
 #kcccyber #kbam25 #mmucyberjaya",1350,1080,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/496756148_18279817810268728_5151753841642706660_n.webp?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QH3zl7Ba6XE77opnyLSbMUm-iY_QWptKEpyL5mT5om_C8L1XphT1Y8UvIKRvEtwgJ2hARekEKoWP6lSlIMWCEIU&_nc_ohc=I6vv7T_x0YUQ7kNvwEZxSru&_nc_gid=BKgHr8OPBx9-FaqkgwgyHQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKhmqr5pnYBBjVOyL-Dpy7f00bqvjot3JTZiG0sWkjzrg&oe=682763ED&_nc_sid=10d13b,,,Multimedia University FC,mmufccyber,2025-05-10T09:24:43.000Z
"Photo by SRM MMU Cyberjaya on April 26, 2025. Pode ser uma imagem de pôster, revista e texto que diz ""SEKRETARIAT CAr RAKAN RAKANMUDA UDA SATEA TIMEDIA POTLUCK ENGAGEMENT ACTIVITY SPECIAL RAYA GIFT LAGU RAYA VIBES FIREWORKS mcyber@gmail.com TMI Group"".","Your seat at KBAM is just a scan away!
Register now and join us for a night filled with music and us🕺🏻 We’ll be waiting and missing you!👀 #kbam25",1080,1080,https://instagram.fgru8-1.fna.fbcdn.net/v/t51.2885-15/493930031_18515821477050901_7787142885734255818_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fgru8-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QFcBkEbp5DjcGxInw9VtFGmHY_NrRYuh315ARNvCubU94ldFZC_A1ZcWQrquJrgHR5mwxL_7Q1cummr14-dP42A&_nc_ohc=25gMxps51xAQ7kNvwFnBdYz&_nc_gid=Yc6UANK4JuBqWiGK8aH9XQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKXfLecWaFRSTj6SByEZMdoQpDT1Z-FiA5qjr8lOIN8-w&oe=68274AE3&_nc_sid=10d13b,,,SRM MMU Cyberjaya,srmcyber,2025-04-26T14:24:45.000Z
"Photo by SRM MMU Cyberjaya on April 23, 2025. May be a graphic of slow loris, poster, magazine, tree, outdoors and text that says 'SRMMMUCYBERJAYA SRM MMU CYBERJAYA TREE LIFE 25 MAY 2025 ATV kg Jkin Extreme Park, Seremban, Negeri Sembilan Cyberjaya srmcyber ሁ srm.mmu.cyberjaya srmcy'.","🎉 Tahniah Ahli Jawatankuasa Baharu 🎉

Tahniah diucapkan kepada barisan Ahli Jawatankuasa Baharu Sekretariat Rakan Muda MMU Cyberjaya yang telah dipilih! 

🌟 Kami yakin anda semua akan membawa organisasi ini ke tahap yang lebih tinggi dengan semangat dan dedikasi yang luar biasa. 💪✨
Terima kasih juga kepada semua yang hadir dan menjayakan Majlis Perhimpunan Agung yang berlangsung dengan penuh meriah dan berjaya! 🎭🍽

Semoga kita terus melangkah bersama untuk mencipta lebih banyak momen bermakna dan memberi impak positif kepada komuniti kita. 💖

#yakinboleh #RakanMudaMMUCyberjaya #PerhimpunanAgung #BersamaMelangkahMaju #YouthEmpowerment",1080,1080,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/491497050_18515268364050901_1923709914047555352_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFIoQPe8BIFql_RDiEFRd_KspfUxG1Ym_tWBcAxAjXum1llOcOcx1Cqk--52xozVc4&_nc_ohc=v5UNR7LItbcQ7kNvwGXjSkI&_nc_gid=pfsqLY3rXSOmOgxCK4CAdg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfIdADSxlLTl4_RM18kATS9DOIGazTENg7FJhFb300NkIw&oe=68273E54&_nc_sid=10d13b,,,SRM MMU Cyberjaya,srmcyber,2025-04-23T13:39:36.000Z
"Photo by SRM MMU Cyberjaya on April 26, 2025. May be an image of ‎poster and ‎text that says ""‎S SRM SANTAI RAYA LOKASI: LAKESIDE CYBERJAYA TEMA: BAJU MELAYU & BAJU KURUNG MASA: 8.15-11 MALAM CABUTAN BERTUAH YANG BERTUAH verjaya srmcyber ل srm.mmu.cyberjaya sr‎""‎‎.","🎉 Tahniah Ahli Jawatankuasa Baharu 🎉

Tahniah diucapkan kepada barisan Ahli Jawatankuasa Baharu Sekretariat Rakan Muda MMU Cyberjaya yang telah dipilih! 

🌟 Kami yakin anda semua akan membawa organisasi ini ke tahap yang lebih tinggi dengan semangat dan dedikasi yang luar biasa. 💪✨

Terima kasih juga kepada semua yang hadir dan menjayakan Majlis Perhimpunan Agung yang berlangsung dengan penuh meriah dan berjaya! 🎭🍽

Semoga kita terus melangkah bersama untuk mencipta lebih banyak momen bermakna dan memberi impak positif kepada komuniti kita. 💖
#YakinBoleh #RakanMudaMMUCyberjaya #PerhimpunanAgung #BersamaMelangkahMaju #YouthEmpowerment",1080,1080,https://instagram.fzyl2-2.fna.fbcdn.net/v/t51.2885-15/492013057_18515821663050901_8375897086903183891_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=instagram.fzyl2-2.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QFSuNosXHy20G4y3mflg_CJ9owCazNeimHKu-LbRrPKV6zwGD8Pxg9heD1DMdWjWjI&_nc_ohc=z9dpUZHLLUAQ7kNvwHK8CC4&_nc_gid=AQwwHXCBpbwm0MX0AXw9Zw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJn2Khtz6AmKMWRG_WJdjbgcOmjT4g7yxWYyc5V0uiuRw&oe=68276E4F&_nc_sid=10d13b,,,SRM MMU Cyberjaya,srmcyber,2025-04-26T14:25:50.000Z
"Photo by Theatre Arts of Multimedia University on May 08, 2025. May be pop art of 1 person, poster and text.","CSRW was awesome 🤩! A huge thank you to all those who visited our booth and brought their amazing energy to share with us all 🥰. Courtesy of our amazing media team, we have some pictures 📸 of the event to share with you all! ✨

#mmusuperheroes #csrw #mmucyberjaya #mmumalaysia",1350,1080,https://scontent-iad3-2.cdninstagram.com/v/t51.2885-15/496628485_18495449893023761_5537018725837950068_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHXi3x1yX8A75Bn6xkYIcOvH8Owi4mwKywtXHoYr36antHGf4csO65PGPVhvfNp4PQJwHf_sattJ4f9Eop9IfRY&_nc_ohc=YQ5Hip5mfUIQ7kNvwFZDftc&_nc_gid=cwY7VBC3rWiKAyblUIikXw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfJCARujQf22cN_0WE77odHCWrLXoLBla1qnOHu31qariQ&oe=682751D4&_nc_sid=10d13b,,,Theatre Arts of Multimedia University,tamucyb,2025-05-09T01:46:23.000Z
,"🕹️😉GDC Event Teaser😮🎮

Hello everyone, we have a very special event coming up in May that we're sure that you will enjoy. Keep your eyes peeled for tomorrow👀",1920,1080,https://instagram.flad1-1.fna.fbcdn.net/v/t51.2885-15/491897366_17962780034873735_7560751618123216765_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.flad1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHeVEuP1R1nJqVhYp-N9fF7T-HsS8EGjOVYtc9zkHGAkYG-3ikuDSlZZwHJ0QEbfqs&_nc_ohc=0uQK9DXROZcQ7kNvwG59dfy&_nc_gid=tvs_c_vA3FEoFAXWGTJyYg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfLttbN34mpl_mHyJBMtzFAG3bFwscvvHS1IuAkWkfU2cw&oe=6820FBE7&_nc_sid=10d13b,,,Communication Society MMU Cyberjaya,commsocietymmu,2025-04-28T10:30:19.000Z
"Photo by Communication Society MMU Cyberjaya on April 27, 2025. May be an image of poster, telephone and text that says 'የንክቃ 34 SAFE SPACE Townhall GOT QUESTIONS? LET's TALK. 30th 30thApri2025 April 8PM- 8-10PM CNMX1005 Confused about credits or or barring? Internship, FYP, finals stressing yoυ oиe? Timetables, lecturers, campus issues?'.","🙂‍↔ Be better guys... Join our club TODAY!! 🤗 ❤️

#mmusuperheroes #mmucyberjaya #csrw #2025",1350,1080,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-15/491468916_17962756055873735_2783235675661307295_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QEdnIfYwxXqMyb_ObMJ3c96vXVULD_AIlljYIVEykaDU2OiIrzjn9ylGlMKe8JLcV9YcoA44vGbwHU3jGZypVhc&_nc_ohc=o5ZKqWbfxH4Q7kNvwES5knX&_nc_gid=1eoyBgdDaEW7i4fmdcjEkQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfItSVhhlY6e9dOZI392AAdWOcYDSW5UKtPnIHv0v1qp-A&oe=682102E0&_nc_sid=10d13b,,,Communication Society MMU Cyberjaya,commsocietymmu,2025-04-28T04:18:37.000Z
,"Psst… something tiny but full of joy is hiding in the forest 🌲✨
What’s inside the Tiny Joys Pack??

Keychains ⛓️ Mugs☕ And many more 👛🧸🧦!!
Visit our booth at CLC-28 (in front of MPH) on 15th April to grab these wonderful packs! 🙌🏼✨

#mmusuperheroes #TinyJoysPack #MysteryInTheWoods #WhatWillYouGet #2025 #mmucyberjaya",1920,1080,https://instagram.fbgw41-2.fna.fbcdn.net/v/t51.2885-15/491895414_17962680833873735_8936570363339446445_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.fbgw41-2.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QF8m4vyBotPn3sR1aV5CtUOo4WUw7mhvNkTj3zFrgazvmXZi7BqHZhxMcp-sUkrchI&_nc_ohc=TIJziGX-iGAQ7kNvwHxt76n&_nc_gid=T3OpfSLiR9FH0DfgxZyxoA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfKZeXMzmNXQhX8vjPI8lo1MtcQPHc7gx2wvu-Qo59oWTQ&oe=6820F2A2&_nc_sid=10d13b,,,Communication Society MMU Cyberjaya,commsocietymmu,2025-04-27T10:45:00.000Z
